Boro-Block-Lot;Address;Neighborhood;BuildingClassification;TotalUnits;YearBuilt;AreaSqFt;GrossIncomePerSqFt;ExpensePerSqFt;NetOperatingIncomePerSqFt;FullMarketValue;MarketValuePerSqFt
1-00816-7503;50 WEST 15 STREET;FLATIRON;R4-CONDOMINIUM;47;2008;1411.978723;41.77;8.81;-35539.40571;16511002;248.8
1-00817-7501;108 5 AVENUE;FLATIRON;R4-CONDOMINIUM;51;1986;1266.666667;38.75;10.24;-39701.84624;13933001;215.68
1-00819-7501;12 WEST 18 STREET;FLATIRON;R4-CONDOMINIUM;15;1910;1920.266667;44.59;13.26;-26244.8579;6793005;235.84
1-00819-7502;63 WEST 17 STREET;FLATIRON;R4-CONDOMINIUM;17;1961;2256.411765;39.07;11.05;-22382.99194;8129000;211.92
1-00819-7503;32 WEST 18 STREET;FLATIRON;R4-CONDOMINIUM;21;1908;3300.714286;44.59;13.26;-15334.06485;16346998;235.84
1-00819-7504;15 WEST 17 STREET;FLATIRON;R4-CONDOMINIUM;10;1906;2359.1;45.16;13.09;-21500.355;5347000;226.65
1-00820-7501;140 5 AVENUE;FLATIRON;R9-CONDOMINIUM;21;1901;1678.714286;45.73;12.92;-30278.89168;8250000;234.02
1-00820-7503;8 WEST 19 STREET;FLATIRON;R4-CONDOMINIUM;7;1900;3780.142857;45.63;10.33;-13475.08031;5147997;194.55
1-00820-7504;16 WEST 19 STREET;FLATIRON;R4-CONDOMINIUM;57;1906;1091.561404;46.66;7.4;-46764.06563;18358996;295.07
1-00821-7502;29 WEST 19 STREET;FLATIRON;R4-CONDOMINIUM;5;1910;2207.2;46.97;10.4;-23175.95583;1980002;179.41
1-00821-7503;650 6 AVENUE;FLATIRON;R4-CONDOMINIUM;67;1906;1417.910448;45.73;12.92;-36153.26365;22110014;232.74
1-00821-7504;32 WEST 20 STREET;FLATIRON;R9-CONDOMINIUM;18;1912;2077.777778;38.78;10.27;-24723.63087;8066000;215.67
1-00821-7505;27 WEST 19 STREET;FLATIRON;R4-CONDOMINIUM;13;2007;1853.153846;44.01;11.76;-27778.76833;5851000;242.87
1-00822-7503;9 WEST 20 STREET;FLATIRON;R4-CONDOMINIUM;11;1910;2575.727273;46.66;7.4;-20027.91696;8339999;294.36
1-00822-7504;15 WEST 20 STREET;FLATIRON;R4-CONDOMINIUM;17;1906;2450.529412;45.73;12.92;-21095.2671;10279999;246.77
1-00823-7502;170 5 AVENUE;FLATIRON;R4-CONDOMINIUM;11;1904;2967.363636;44.59;13.26;-17457.48058;7698001;235.84
1-00823-7503;31 WEST 21 STREET;FLATIRON;R4-CONDOMINIUM;11;1910;5312.636364;45.13;12.24;-9771.196452;14461999;247.47
1-00824-7501;186 5 AVENUE;FLATIRON;R4-CONDOMINIUM;4;1883;2399.75;35.76;10.99;-21676.8139;1652000;172.1
1-00833-7502;9 WEST 31 STREET;FASHION;RR-CONDOMINIUM;283;2004;862.0070671;40.84;11.01;-60471.72546;51555000;211.34
1-00839-7502;66 WEST 38 STREET;FASHION;RR-CONDOMINIUM;299;2001;708.7725753;48.36;11.56;-73698.0762;54694000;258.08
1-00839-7502;66 WEST 38 STREET;FASHION;RR-CONDOMINIUM;75;1984;651.48;12.53;7.18;-80345.20756;1562000;31.97
1-00842-7501;69 5 AVENUE;FLATIRON;R9-CONDOMINIUM;153;1961;1036.372549;41.77;8.81;-50610.58055;37650000;237.44
1-00842-7502;15 UNION SQUARE WEST;FLATIRON;R4-CONDOMINIUM;36;1900;2559.777778;45.92;12.59;-20532.85148;23099000;250.66
1-00843-7501;73 5 AVENUE;FLATIRON;R9-CONDOMINIUM;17;1907;2730.823529;41.94;17.45;-19286.36433;8327000;179.37
1-00843-7502;15 EAST 15 STREET;FLATIRON;R2-CONDOMINIUM;2;1910;1639;47.94;12.51;-32199.9866;821000;250.46
1-00844-7503;13 EAST 16 STREET;FLATIRON;R4-CONDOMINIUM;3;1910;2067.333333;41.94;17.45;-25580.73135;1077000;173.65
1-00846-7502;7 EAST 17 STREET;FLATIRON;R4-CONDOMINIUM;14;1903;2617;41.94;17.45;-20249.14756;6772000;184.84
1-00848-7501;47 EAST 19 STREET;FLATIRON;R4-CONDOMINIUM;1;1920;1800;36.21;9.96;-29500.07762;328000;182.22
1-00848-7503;42 EAST 20 STREET;FLATIRON;R4-CONDOMINIUM;22;1910;2076.909091;45.13;12.24;-25618.9645;11308000;247.48
1-00848-7505;240 PARK AVENUE SOUTH;FLATIRON;R4-CONDOMINIUM;51;2007;1661.431373;46.11;12.26;-32090.63082;21567006;254.53
1-00849-7501;39 EAST 20 STREET;FLATIRON;R4-CONDOMINIUM;2;1907;1425;42.44;13.65;-37490.87816;582000;204.21
1-00849-7502;7 EAST 20 STREET;FLATIRON;R4-CONDOMINIUM;15;1908;1975.4;34.22;9.41;-27099.6365;5420000;182.92
1-00849-7503;40 EAST 21 STREET;FLATIRON;R9-CONDOMINIUM;11;1906;1943.181818;41.94;17.45;-27604.59263;3951000;184.84
1-00849-7504;260 PARK AVENUE SOUTH;FLATIRON;R4-CONDOMINIUM;109;1913;1755.211009;45.62;12.25;-30622.45096;36300053;189.74
1-00849-7505;141 5 AVENUE;FLATIRON;R4-CONDOMINIUM;43;1900;1834.883721;45.73;12.92;-29351.71477;19470002;246.77
1-00849-7508;254 PARK AVENUE SOUTH;FLATIRON;R4-CONDOMINIUM;124;1913;1120.33871;45.13;12.24;-48168.5616;34380003;247.48
1-00850-7503;280 PARK AVENUE SOUTH;FLATIRON;R4-CONDOMINIUM;259;1986;1092.277992;43.96;8.64;-49505.0025;75246997;265.98
1-00850-7506;49 EAST 21 STREET;FLATIRON;R4-CONDOMINIUM;43;1913;1409.511628;45.13;12.24;-38439.80014;14999000;247.47
1-00851-7501;5 EAST 22 STREET;FLATIRON;R4-CONDOMINIUM;423;1985;899.4042553;43.96;8.64;-60361.58437;101192989;265.98
1-00851-7502;27 EAST 22 STREET;FLATIRON;R4-CONDOMINIUM;10;1902;2706.5;41.94;17.45;-20098.86806;4697997;173.58
1-00851-7504;29 EAST 22 STREET;FLATIRON;R9-CONDOMINIUM;20;1907;2827.7;39.98;11.39;-19275.63283;12220000;216.08
1-00851-7505;23 EAST 22 STREET;FLATIRON;R4-CONDOMINIUM;78;2008;2768.923077;30.31;7.66;-19723.85147;36960998;171.13
1-00855-7501;43 EAST 25 STREET;FLATIRON;R4-CONDOMINIUM;119;1987;1035.294118;42.37;11.89;-52856.42709;28331998;229.97
1-00856-7501;50 MADISON AVENUE;FLATIRON;R4-CONDOMINIUM;9;1910;2977.111111;36.77;9.95;-18417.206;4973000;185.6
1-00856-7502;225 5 AVENUE;FLATIRON;R4-CONDOMINIUM;190;1910;1589.184211;42.07;10.17;-34570.05726;72689001;240.74
1-00856-7503;15 EAST 26 STREET;FLATIRON;R4-CONDOMINIUM;72;1912;2501.555556;44.48;16.51;-22004.83199;37922995;210.55
1-00857-7501;76 MADISON AVENUE;FLATIRON;R4-CONDOMINIUM;31;1911;1973.612903;39.24;8.96;-27945.92101;14008998;228.97
1-00858-7501;31 EAST 28 STREET;MURRAY HILL;R4-CONDOMINIUM;22;1913;1951.818182;44.48;16.51;-28313.37025;9041002;210.55
1-00859-7501;11 EAST 29 STREET;MURRAY HILL;R4-CONDOMINIUM;139;2005;1718.115108;42.07;10.17;-32227.56796;57491997;240.74
1-00859-7502;39 EAST 29 STREET;MURRAY HILL;R4-CONDOMINIUM;142;2008;1139.098592;45.15;12.5;-48704.11775;39737997;245.67
1-00860-7501;43 EAST 30 STREET;MURRAY HILL;R4-CONDOMINIUM;40;1922;1007.475;37.78;8.9;-55174.48325;8809998;218.62
1-00862-7502;14 EAST 33 STREET;MURRAY HILL;R4-CONDOMINIUM;18;1920;1782.5;37.78;8.9;-31245.46035;7013997;218.61
1-00862-7503;321 5 AVENUE;MURRAY HILL;R4-CONDOMINIUM;250;2005;1569.64;44.89;11.14;-35551.5619;99668024;253.99
1-00864-7501;20 EAST 35 STREET;MURRAY HILL;R9-CONDOMINIUM;169;1938;1077.905325;33.15;10.3;-51870.30149;30934000;169.81
1-00865-7501;211 MADISON AVENUE;MURRAY HILL;R4-CONDOMINIUM;40;1985;2157.85;43.28;12.94;-25960.74553;19731999;228.61
1-00865-7502;1 EAST 35 STREET;MURRAY HILL;RR-CONDOMINIUM;182;2005;506.4615385;8.75;4.23;-110822.8583;2280000;24.74
1-00866-7501;11 EAST 36 STREET;MURRAY HILL;R4-CONDOMINIUM;67;1912;1081.552239;39.71;16.09;-51995.30251;12939008;178.56
1-00866-7502;30 EAST 37 STREET;MURRAY HILL;R4-CONDOMINIUM;101;1952;868.2871287;35.59;11.08;-64890.69634;15884007;181.12
1-00867-7501;52 PARK AVENUE;MURRAY HILL;R4-CONDOMINIUM;17;1998;1786.529412;46.15;12.32;-31598.62725;7725000;254.35
1-00868-7501;35 EAST 38 STREET;MURRAY HILL;R4-CONDOMINIUM;113;1961;780.7964602;39.71;16.09;-72438.84982;15754000;178.56
1-00868-7502;80 PARK AVENUE;MURRAY HILL;R4-CONDOMINIUM;224;1956;949.8035714;39.37;12.15;-59662.98694;43789993;205.82
1-00868-7503;425 5 AVENUE;MURRAY HILL;R4-CONDOMINIUM;172;2003;944.6976744;45.15;12.5;-60099.90304;39489994;243.03
1-00869-7501;441 5 AVENUE;MURRAY HILL;R4-CONDOMINIUM;174;1986;773.0977011;40.99;11.42;-73579.78055;30042971;223.34
1-00870-7501;10 UNION SQUARE EAST;GRAMERCY;R4-CONDOMINIUM;645;1987;891.5922481;44.63;9.77;-63922.13466;150901014;262.4
1-00874-7501;157 EAST 18 STREET;GRAMERCY;R9-CONDOMINIUM;53;1955;759.9811321;44.13;11.44;-75134.23412;9000000;223.44
1-00876-7501;7 GRAMERCY PARK WEST;GRAMERCY;R4-CONDOMINIUM;24;1913;1260.833333;42.44;13.65;-45373.73764;5422993;179.21
1-00876-7502;151 EAST 20 STREET;GRAMERCY;R4-CONDOMINIUM;23;1956;350.1304348;42.44;13.65;-163701.3973;1528992;189.87
1-00876-7503;36 GRAMERCY PARK EAST;GRAMERCY;R4-CONDOMINIUM;51;1909;1204.039216;42.44;13.65;-47693.59769;13333001;217.13
1-00879-7501;119 EAST 23 STREET;GRAMERCY;R4-CONDOMINIUM;95;2004;919.0526316;50.49;13.78;-62600.42195;21230013;243.16
1-00880-7501;117 EAST 24 STREET;GRAMERCY;R4-CONDOMINIUM;11;1920;3297.272727;34.27;12.82;-17481.47874;5575770;153.73
1-00881-7501;61 LEXINGTON AVENUE;GRAMERCY;R9-CONDOMINIUM;40;1930;557.5;37.43;12.17;-103586.2307;3432000;153.9
1-00884-7501;118 EAST 29 STREET;MURRAY HILL;R4-CONDOMINIUM;25;1920;2127.24;38.97;12.87;-27198.36229;10499002;197.42
1-00885-7501;117 EAST 29 STREET;MURRAY HILL;R4-CONDOMINIUM;29;1920;874.2758621;44.35;12.47;-66301.2297;4556654;179.72
1-00885-7502;143 LEXINGTON AVENUE;MURRAY HILL;R4-CONDOMINIUM;12;2006;1926.833333;44.35;12.47;-30139.44399;5550000;240.03
1-00886-7501;111 EAST 30 STREET;MURRAY HILL;R4-CONDOMINIUM;52;1984;1252.153846;39.94;13.89;-46465.38127;12820997;196.91
1-00886-7502;159 EAST 30 STREET;MURRAY HILL;R4-CONDOMINIUM;53;1987;1051.226415;34.97;10.74;-55449.44989;9989001;179.29
1-00886-7503;127 EAST 30 STREET;MURRAY HILL;R4-CONDOMINIUM;71;1988;1086.676056;37.12;10.28;-53740.06969;15237997;197.5
1-00887-7501;107 EAST 31 STREET;MURRAY HILL;R4-CONDOMINIUM;15;1920;933.3333333;37.86;10.21;-62685.17951;2930000;209.29
1-00888-7501;157 EAST 32 STREET;MURRAY HILL;R4-CONDOMINIUM;79;1988;898.8734177;46.17;12.09;-65208.61218;18196001;256.24
1-00890-7501;155 EAST 34 STREET;MURRAY HILL;R4-CONDOMINIUM;330;1961;820.8181818;39.72;11.03;-71541.3108;58748990;216.89
1-00890-7503;143 EAST 34 STREET;MURRAY HILL;R4-CONDOMINIUM;28;2002;1391.428571;40.8;11.9;-42280.66782;8505000;218.3
1-00892-7501;148 EAST 37 STREET;MURRAY HILL;R4-CONDOMINIUM;78;1963;578.4102564;35.97;10.76;-101897.6567;8392006;186.01
1-00892-7503;45 PARK AVENUE;MURRAY HILL;R4-CONDOMINIUM;101;2006;1351.227723;46.35;11.25;-43698.6078;36011001;263.87
1-00894-7501;77 PARK AVENUE;MURRAY HILL;R4-CONDOMINIUM;109;1924;1454.779817;35.2;11.4;-40662.43578;27912001;176.02
1-00894-7502;155 EAST 38 STREET;MURRAY HILL;R4-CONDOMINIUM;176;1960;730.5170455;35.2;11.4;-81124.74828;22630999;176.02
1-00894-7503;71 PARK AVENUE;MURRAY HILL;R4-CONDOMINIUM;43;1924;1199.116279;43.56;14.85;-49512.40595;11151001;216.26
1-00896-7501;240 EAST 15 STREET;GRAMERCY;R2-CONDOMINIUM;8;1920;1254.5;28.96;10.54;-47412.71626;1386000;138.1
1-00896-7501;242 EAST 15 STREET;GRAMERCY;R2-CONDOMINIUM;8;1920;1087.5;28.96;10.54;-54792.98676;1201000;138.05
1-00897-7501;203 EAST 16 STREET;GRAMERCY;R4-CONDOMINIUM;32;1915;1598;42.6;10.84;-37356.37901;12252001;239.6
1-00898-7501;305 2 AVENUE;GRAMERCY;R4-CONDOMINIUM;127;1901;1370.409449;41.83;12.79;-43639.23079;38150999;219.21
1-00898-7502;233 EAST 17 STREET;GRAMERCY;R4-CONDOMINIUM;13;1948;2316.615385;38.15;10.72;-25861.75295;4785004;158.89
1-00903-7501;205 EAST 22 STREET;GRAMERCY;R4-CONDOMINIUM;64;1920;1276.328125;37.58;12.88;-47025.41153;12539999;153.52
1-00903-7502;381 2 AVENUE;GRAMERCY;R9-CONDOMINIUM;329;1931;975.9240122;35.07;9.83;-61611.3295;59950000;186.71
1-00908-7501;200 EAST 28 STREET;GRAMERCY;R4-CONDOMINIUM;43;1965;686.8604651;33.24;9.42;-87697.71955;4543013;153.82
1-00908-7502;385 3 AVENUE;GRAMERCY;RR-CONDOMINIUM;49;2006;1226.877551;39.94;13.89;-49185.19941;11837000;196.9
1-00910-7501;250 EAST 30 STREET;MURRAY HILL;R4-CONDOMINIUM;80;2001;989.15;43.39;11.84;-61115.44008;18810001;237.7
1-00911-7501;242 EAST 31 STREET;MURRAY HILL;R4-CONDOMINIUM;30;1925;1376.566667;33.69;11.3;-43993.84321;6863994;166.21
1-00911-7502;250 EAST 31 STREET;MURRAY HILL;R4-CONDOMINIUM;25;1983;1118;37.55;12.9;-54265.27609;5064000;181.18
1-00912-7502;200 EAST 32 STREET;MURRAY HILL;R4-CONDOMINIUM;165;1990;1205.078788;41.89;12.01;-50433.79722;44842997;225.53
1-00915-7501;225 EAST 34 STREET;MURRAY HILL;R4-CONDOMINIUM;191;2007;1166.408377;46.99;12.9;-52198.54468;57068992;256.16
1-00916-7501;649 2 AVENUE;MURRAY HILL;R9-CONDOMINIUM;44;1960;537.5681818;35.84;9.22;-113460.8453;4651000;196.63
1-00917-7501;201 EAST 36 STREET;MURRAY HILL;R4-CONDOMINIUM;118;1963;1045.79661;35.97;10.76;-58425.3767;22954002;186.01
1-00920-7501;250 EAST 40 STREET;MURRAY HILL;R4-CONDOMINIUM;234;1988;1008.324786;38.49;10.85;-60703.83501;49345997;209.14
1-00924-7501;302 EAST 19 STREET;KIPS BAY;R4-CONDOMINIUM;9;1910;815;35.84;9.22;-75235.95338;1447999;197.41
1-00927-7501;312 EAST 22 STREET;KIPS BAY;R4-CONDOMINIUM;15;1910;1361.666667;34.65;12.14;-45110.46944;3404001;166.66
1-00928-7502;310 EAST 23 STREET;KIPS BAY;R9-CONDOMINIUM;98;1905;667.2755102;35.88;6.92;-92216.09692;13976000;213.72
1-00928-7502;312 EAST 23 STREET;KIPS BAY;R9-CONDOMINIUM;36;1905;1365.472222;36.13;8.66;-45143.1107;9960000;202.62
1-00928-7503;340 EAST 23 STREET;KIPS BAY;R4-CONDOMINIUM;207;2007;1129.198068;48.32;12.58;-54684.63504;62671008;268.12
1-00935-7501;350 EAST 30 STREET;KIPS BAY;R4-CONDOMINIUM;128;1956;982.625;33.52;9.98;-62951.69041;21986993;174.81
1-00936-7501;333 EAST 30 STREET;KIPS BAY;R4-CONDOMINIUM;1121;1962;1044.660125;34.29;11.94;-59316.9241;149834719;127.95
1-00940-7501;333 EAST 34 STREET;KIPS BAY;R4-CONDOMINIUM;205;1961;949.9170732;33.52;9.98;-65346.91043;34041006;174.81
1-00943-7501;330 EAST 38 STREET;KIPS BAY;R4-CONDOMINIUM;818;1986;1029.727384;43.48;14.98;-60387.11549;150700011;178.91
1-00944-7501;311 EAST 38 STREET;KIPS BAY;R4-CONDOMINIUM;118;1984;1011.822034;38.49;10.85;-61562.59196;24970015;209.14
1-00945-7501;300 EAST 40 STREET;KIPS BAY;R9-CONDOMINIUM;586;1967;1032.453925;37.14;13.54;-60437.08689;105058000;173.64
1-00968-7501;630 1 AVENUE;KIPS BAY;R4-CONDOMINIUM;485;1984;1047.476289;35.84;9.24;-59673.54945;99811929;196.47
1-00969-7501;415 EAST 37 STREET;KIPS BAY;R4-CONDOMINIUM;411;1989;1242.749392;39.39;12.56;-50384.05095;103622004;202.87
1-01003-7501;150 WEST 51 STREET;MIDTOWN WEST;R4-CONDOMINIUM;445;1927;738.6876404;47.77;14.04;-84911.22067;83270992;253.32
1-01006-7501;825 7 AVENUE;MIDTOWN WEST;R4-CONDOMINIUM;212;1968;1053.334906;39.64;11.04;-59649.5848;48284003;216.22
1-01008-7501;108 WEST 56 STREET;MIDTOWN WEST;R4-CONDOMINIUM;50;1982;1929.84;35.63;10.2;-32613.64173;18132014;187.91
1-01008-7502;162 WEST 56 STREET;MIDTOWN WEST;R4-CONDOMINIUM;65;1926;1144.953846;35.81;10.71;-55065.3034;13797999;185.4
1-01008-7503;150 WEST 56 STREET;MIDTOWN WEST;R4-CONDOMINIUM;340;1987;1453.723529;42.69;12.7;-43443.85312;111813001;226.22
1-01009-7501;146 WEST 57 STREET;MIDTOWN WEST;R4-CONDOMINIUM;247;1986;1616.279352;40.3;14.68;-39141.4219;77286005;193.59
1-01010-7501;140 WEST 58 STREET;MIDTOWN WEST;R9-CONDOMINIUM;38;1916;1151.710526;35;11.16;-55023.88938;7721000;176.42
1-01010-7502;120 WEST 58 STREET;MIDTOWN WEST;R4-CONDOMINIUM;33;1923;993.8181818;38.06;8.85;-63874.57414;6870000;209.48
1-01010-7504;171 WEST 57 STREET;MIDTOWN WEST;R4-CONDOMINIUM;35;1922;2522.514286;35.88;12.05;-25208.11638;15526997;175.87
1-01010-7505;100 WEST 58 STREET;MIDTOWN WEST;R4-CONDOMINIUM;103;1926;1183.699029;39.8;12.43;-53810.93731;23760039;194.88
1-01011-7501;160 CENTRAL PARK SOUTH;MIDTOWN WEST;R4-CONDOMINIUM;183;1930;1023.743169;47.28;14.51;-62324.29845;46124996;246.2
1-01011-7502;106 CENTRAL PARK SOUTH;MIDTOWN WEST;R4-CONDOMINIUM;420;1930;809.5238095;42.1;11.19;-78950.35898;73480085;216.12
1-01011-7503;116 CENTRAL PARK SOUTH;MIDTOWN WEST;R4-CONDOMINIUM;79;1950;990.3291139;37.6;12.86;-64645.49514;14225999;181.83
1-01011-7504;135 WEST 58 STREET;MIDTOWN WEST;R9-CONDOMINIUM;34;1912;1039.058824;31.94;10.61;-61717.81134;5618000;159.02
1-01011-7505;1431 6 AVENUE;MIDTOWN WEST;R4-CONDOMINIUM;80;1918;1097.7625;37.6;12.86;-58515.89668;15969000;181.84
1-01018-7502;247 WEST 46 STREET;MIDTOWN WEST;R4-CONDOMINIUM;218;2006;1347.206422;42.19;13.22;-47761.55794;64203002;218.61
1-01020-7502;1600 BROADWAY;MIDTOWN WEST;R4-CONDOMINIUM;137;2005;1206.737226;46.22;13.7;-53410.79794;40422990;244.51
1-01025-7501;828 7 AVENUE;MIDTOWN WEST;R9-CONDOMINIUM;129;1916;996.2248062;32.28;9.51;-64805.57229;21786000;169.52
1-01025-7502;890 8 AVENUE;MIDTOWN WEST;RR-CONDOMINIUM;90;2003;818.7777778;47.93;8.98;-78982.40647;20241000;274.68
1-01025-7502;890 8 AVENUE;MIDTOWN WEST;RR-CONDOMINIUM;304;2003;883.6381579;47.31;12.37;-73307.33653;66195000;246.42
1-01027-7504;230 WEST 56 STREET;MIDTOWN WEST;R4-CONDOMINIUM;108;2002;1946.083333;47.31;12.37;-33341.47067;55094999;262.14
1-01028-7501;235 WEST 56 STREET;MIDTOWN WEST;RR-CONDOMINIUM;484;1987;1113.188017;39.56;15.05;-58384.92683;93512000;173.56
1-01032-7501;350 WEST 42 STREET;MIDTOWN WEST;R4-CONDOMINIUM;528;2004;1144.702652;44.26;10.95;-56871.99324;151578964;250.79
1-01038-7501;306 WEST 48 STREET;MIDTOWN WEST;R4-CONDOMINIUM;122;2007;1031.254098;46.22;13.7;-63233.341;30763001;244.51
1-01040-7501;350 WEST 50 STREET;MIDTOWN WEST;R4-CONDOMINIUM;704;1989;782.7443182;43.34;12.93;-83447.12453;126251989;229.11
1-01042-7502;310 WEST 52 STREET;MIDTOWN WEST;R4-CONDOMINIUM;215;2005;1159.716279;46.22;13.7;-56415.42189;60965998;244.51
1-01043-7501;87177 8 AVENUE;MIDTOWN WEST;R4-CONDOMINIUM;65;1942;842.8461538;31.23;7.35;-77753.22153;9768001;178.3
1-01043-7502;879 8 AVENUE;MIDTOWN WEST;R4-CONDOMINIUM;65;1947;840.8461538;31.23;7.35;-78066.74737;9745001;178.3
1-01043-7503;350 WEST 53 STREET;MIDTOWN WEST;R4-CONDOMINIUM;66;2005;862.6515152;42.38;11.87;-76218.77857;13105995;230.19
1-01047-7501;340 WEST 57 STREET;MIDTOWN WEST;R4-CONDOMINIUM;576;1931;1057.512153;40.7;12.25;-62276.69837;130907993;214.91
1-01047-7503;322 WEST 57 STREET;MIDTOWN WEST;R4-CONDOMINIUM;595;1978;1187.941176;46.37;11.18;-55530.09464;186988005;264.55
1-01048-7501;347 WEST 57 STREET;MIDTOWN WEST;R4-CONDOMINIUM;261;1982;1011.475096;40.3;14.68;-65324.99589;51106994;193.59
1-01048-7503;301 WEST 57 STREET;MIDTOWN WEST;R4-CONDOMINIUM;296;1987;1063.989865;45.08;10.72;-62202.40364;81431008;258.56
1-01048-7503;301 WEST 57 STREET;MIDTOWN WEST;R4-CONDOMINIUM;20;1987;788.2;42;11.99;-84104.0949;3569999;226.47
1-01048-7504;333 WEST 57 STREET;MIDTOWN WEST;R9-CONDOMINIUM;188;1940;842.9680851;40.28;10.79;-78768.06884;35314000;222.83
1-01049-7501;1 CENTRAL PARK;MIDTOWN WEST;R4-CONDOMINIUM;165;1955;2287.539394;41.89;11.36;-29073.63645;86975006;230.43
1-01049-7501;80 COLUMBUS CIRCLE;MIDTOWN WEST;R4-CONDOMINIUM;65;1955;3352.261538;47.28;11.18;-19871.72198;58806997;269.88
1-01051-7501;420 WEST 42 STREET;CLINTON;RR-CONDOMINIUM;262;2000;935.1145038;40.28;10.79;-71353.1119;54595000;222.84
1-01053-7503;464 WEST 44 STREET;CLINTON;R4-CONDOMINIUM;58;2007;931.5;44.52;11.49;-71746.05516;13434003;248.65
1-01054-7502;406 WEST 45 STREET;CLINTON;R4-CONDOMINIUM;21;1920;1240.047619;37.16;10.83;-53981.45194;4675009;179.52
1-01055-7501;447 WEST 45 STREET;CLINTON;R4-CONDOMINIUM;34;1986;843.8823529;32.23;10.46;-79451.46769;4650999;162.1
1-01056-7501;446 WEST 47 STREET;CLINTON;R4-CONDOMINIUM;28;1920;737.6785714;34.07;11.01;-91036.68543;3530998;170.95
1-01058-7501;715 9 AVENUE;CLINTON;R9-CONDOMINIUM;16;1901;488.25;33.61;13.48;-137765.351;1168000;149.51
1-01063-7501;414 WEST 54 STREET;CLINTON;R4-CONDOMINIUM;34;1986;895.7941176;32.23;6.32;-75209.30518;5876000;192.93
1-01063-7502;425 WEST 53 STREET;CLINTON;R4-CONDOMINIUM;83;2007;2040.036145;61.11;11.8;-33077.93045;62080991;366.64
1-01063-7503;800 10 AVENUE;CLINTON;R4-CONDOMINIUM;95;2008;1319.084211;40.28;10.79;-51238.80168;27976996;223.26
1-01064-7501;445 WEST 54 STREET;CLINTON;R4-CONDOMINIUM;29;1986;1134.689655;32.23;6.32;-59660.7315;6347998;192.91
1-01064-7502;421 WEST 54 STREET;CLINTON;R4-CONDOMINIUM;27;1928;2092.407407;43.25;12.25;-32405.03507;10999974;194.71
1-01067-7501;477 WEST 57 STREET;CLINTON;R9-CONDOMINIUM;98;1986;993.5204082;39.87;12.85;-68355.57216;19885000;204.23
1-01067-7502;426 WEST 58 STREET;CLINTON;R4-CONDOMINIUM;16;1910;3299.625;33.87;9.98;-20614.6991;9360001;177.29
1-01067-7503;462 WEST 58 STREET;CLINTON;R4-CONDOMINIUM;67;2008;1437.865672;40.28;10.79;-47381.9623;21466995;222.83
1-01070-7501;500 WEST 42 STREET;CLINTON;RR-CONDOMINIUM;25;2001;899;8.32;3.33;-75903.24541;615000;27.36
1-01071-7501;500 WEST 43 STREET;CLINTON;R4-CONDOMINIUM;311;1988;828.5530547;40.28;10.79;-82487.34078;57420002;222.83
1-01071-7502;529 WEST 42 STREET;CLINTON;R9-CONDOMINIUM;160;1912;1303.7375;33.32;9.22;-52505.39985;37349000;179.05
1-01071-7503;521 WEST 42 STREET;CLINTON;RR-CONDOMINIUM;72;2005;1274.291667;7.4;3.88;-53803.52165;1776000;19.36
1-01075-7501;516 WEST 47 STREET;CLINTON;R4-CONDOMINIUM;151;2003;774.1986755;40.28;10.79;-88697.51657;22770014;194.78
1-01075-7502;517 WEST 46 STREET;CLINTON;R4-CONDOMINIUM;45;2006;902.0888889;37.16;9.07;-76242.62004;7282013;179.39
1-01076-7501;505 WEST 47 STREET;CLINTON;R4-CONDOMINIUM;108;2008;681.7962963;41.01;11.18;-101035.6632;16588999;225.29
1-01080-7501;510 WEST 52 STREET;CLINTON;RR-CONDOMINIUM;58;2005;636.7758621;35.52;9.45;-108348.7387;6683000;180.95
1-01080-7501;510 WEST 52 STREET;CLINTON;RR-CONDOMINIUM;233;2005;1013.678112;35.52;9.45;-68169.55131;42723000;180.89
1-01081-7502;500 WEST 53 STREET;CLINTON;RR-CONDOMINIUM;281;2005;1068.466192;32.9;8.96;-64775.1919;39901999;132.9
1-01081-7502;500 WEST 53 STREET;CLINTON;RR-CONDOMINIUM;68;2005;611.7352941;41.2;10.67;-113314.0818;8963000;215.47
1-01081-7503;501 WEST 52 STREET;CLINTON;RR-CONDOMINIUM;27;1910;1177;6.77;1.69;-58985.84855;1200000;37.76
1-01082-7501;552 WEST 54 STREET;CLINTON;RR-CONDOMINIUM;222;2009;2795.545045;37.52;11.03;-24873.31207;102711025;165.5
1-01089-7501;601 WEST 41 STREET;CLINTON;R9-CONDOMINIUM;83;2005;965.4939759;30.03;8.87;-72131.55814;12104000;151.04
1-01089-7502;533 11 AVENUE;CLINTON;R9-CONDOMINIUM;107;2005;706.4766355;15.6;6.24;-98730.3782;4567000;60.42
1-01089-7502;533 11 AVENUE;CLINTON;R9-CONDOMINIUM;1171;2005;849.1118702;33.35;10.54;-82272.81754;168488000;169.45
1-01090-7501;621 WEST 42 STREET;CLINTON;R4-CONDOMINIUM;478;2005;977.707113;39.71;9.31;-71562.27626;106039889;226.9
1-01113-7501;30 WEST 61 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;166;1982;1218.283133;40.28;10.79;-57519.52496;45065001;222.83
