Boro-Block-Lot;Address;Neighborhood;BuildingClassification;TotalUnits;YearBuilt;AreaSqFt;GrossIncomePerSqFt;ExpensePerSqFt;NetOperatingIncomePerSqFt;FullMarketValue;MarketValuePerSqFt
1-01309-7502;135 EAST 54 STREET;MIDTOWN CBD;R4-CONDOMINIUM;145;1951;911.7586207;37.67;8.89;-96897.84019;23759983;179.72
1-01310-7501;141 EAST 55 STREET;MIDTOWN CBD;R4-CONDOMINIUM;87;1956;813.4827586;37.67;8.89;-108736.861;14968005;211.49
1-01310-7502;667 LEXINGTON AVENUE;MIDTOWN CBD;R4-CONDOMINIUM;156;1956;906.6666667;37.43;8.34;-97680.53188;30254004;213.9
1-01310-7503;150 EAST 56 STREET;MIDTOWN CBD;R4-CONDOMINIUM;75;1956;875.44;37.43;8.34;-101288.2697;14044006;213.9
1-01312-7501;117 EAST 57 STREET;MIDTOWN CBD;R4-CONDOMINIUM;236;1975;1546.067797;41.65;13.42;-57423.04673;77756004;213.1
1-01312-7502;465 PARK AVENUE;MIDTOWN CBD;R9-CONDOMINIUM;120;1926;1848.491667;37.18;7.79;-48086.79719;47964000;216.23
1-01313-7501;151 EAST 58 STREET;MIDTOWN CBD;R4-CONDOMINIUM;105;2001;3476.190476;47.44;11.44;-25601.63635;119899916;328.49
1-01314-7501;235 EAST 40 STREET;MIDTOWN EAST;R4-CONDOMINIUM;364;1986;964.728022;43.72;14.02;-92362.07821;78559005;223.71
1-01319-7501;240 EAST 46 STREET;MIDTOWN EAST;R4-CONDOMINIUM;100;1970;609;35.18;11.06;-146489.9927;10864000;178.39
1-01319-7502;845 2 AVENUE;MIDTOWN EAST;R4-CONDOMINIUM;18;2001;658.9444444;42.91;11.39;-135550.9207;2819999;237.75
1-01320-7501;238 EAST 47 STREET;MIDTOWN EAST;R4-CONDOMINIUM;231;1982;1515.151515;46.09;14.82;-59022.90682;82296053;235.13
1-01320-7502;216 EAST 47 STREET;MIDTOWN EAST;R4-CONDOMINIUM;48;1985;1604.770833;38.31;10.3;-55794.11428;16327000;211.96
1-01320-7503;210 EAST 47 STREET;MIDTOWN EAST;R4-CONDOMINIUM;92;1957;694.8586957;34.6;9.77;-129011.6802;11752981;183.85
1-01320-7504;225 EAST 46 STREET;MIDTOWN EAST;R4-CONDOMINIUM;129;1956;633.6821705;38.34;14.66;-141637.2632;14648002;179.19
1-01320-7505;236 EAST 47 STREET;MIDTOWN EAST;R4-CONDOMINIUM;173;1988;952.3294798;44.42;13.61;-94359.28512;38215010;231.95
1-01320-7506;211 EAST 46 STREET;MIDTOWN EAST;R4-CONDOMINIUM;261;1979;794.045977;42.75;12.4;-113304.8363;45650062;220.27
1-01322-7501;249 EAST 48 STREET;MIDTOWN EAST;R4-CONDOMINIUM;162;1959;1053.277778;36.25;10.91;-85521.00112;31881993;186.85
1-01322-7502;250 EAST 49 STREET;MIDTOWN EAST;R4-CONDOMINIUM;77;2006;1372.311688;42.8;10.7;-65717.9352;25485990;241.19
1-01323-7501;255 EAST 49 STREET;MIDTOWN EAST;R4-CONDOMINIUM;174;1985;1109.965517;44.42;13.61;-81348.12276;44797994;231.95
1-01324-7501;245 EAST 50 STREET;MIDTOWN EAST;R4-CONDOMINIUM;16;1980;1192.625;40.13;9.97;-75800.63448;4348999;227.91
1-01325-7501;226 EAST 52 STREET;MIDTOWN EAST;R4-CONDOMINIUM;25;1984;1872;40.06;7.99;-48349.28005;11217000;239.68
1-01325-7502;230 EAST 52 STREET;MIDTOWN EAST;R4-CONDOMINIUM;27;1901;570.7407407;36.73;9.06;-158772.5676;3140994;203.83
1-01325-7503;209 EAST 51 STREET;MIDTOWN EAST;R4-CONDOMINIUM;73;1958;903.9041096;34.3;9.1;-100371.3695;12320002;186.71
1-01325-7504;214 EAST 52 STREET;MIDTOWN EAST;R4-CONDOMINIUM;21;1900;819.8095238;37.67;8.89;-110799.1689;4102447;238.29
1-01326-7501;250 EAST 53 STREET;MIDTOWN EAST;R4-CONDOMINIUM;135;2006;1460.985185;44.42;13.61;-62247.26672;45748001;231.95
1-01327-7501;211 EAST 53 STREET;MIDTOWN EAST;R9-CONDOMINIUM;146;1957;863.1575342;33.27;10.48;-105485.3273;21339000;169.33
1-01327-7502;250 EAST 54 STREET;MIDTOWN EAST;R4-CONDOMINIUM;176;1990;1349.607955;46.09;14.82;-67544.48598;55850998;235.13
1-01329-7501;231 EAST 55 STREET;MIDTOWN EAST;R4-CONDOMINIUM;40;2000;1365.95;49.97;10.07;-66815.5468;16180996;296.15
1-01330-7501;212 EAST 57 STREET;MIDTOWN EAST;R4-CONDOMINIUM;38;2004;1850.210526;43.38;11.02;-49386.17277;16983003;241.55
1-01331-7501;200 EAST 58 STREET;MIDTOWN EAST;R4-CONDOMINIUM;115;1963;1116.834783;32.15;10.48;-81912.68633;20741999;161.5
1-01331-7502;225 EAST 57 STREET;MIDTOWN EAST;R9-CONDOMINIUM;260;1964;1173.434615;36.36;15.34;-78053.82307;47276000;154.96
1-01331-7503;207 EAST 57 STREET;MIDTOWN EAST;R4-CONDOMINIUM;67;2005;1565.910448;47.92;15.76;-58559.65678;25336999;241.5
1-01336-7501;806 2 AVENUE;MIDTOWN EAST;R4-CONDOMINIUM;79;1983;1612.64557;44.42;13.61;-56929.61965;29549995;231.95
1-01338-7501;846 2 AVENUE;MIDTOWN EAST;R4-CONDOMINIUM;113;1980;768.539823;38.94;11.71;-119597.4714;16939996;195.06
1-01338-7502;325 EAST 45 STREET;MIDTOWN EAST;R4-CONDOMINIUM;166;1977;735.0662651;40.85;12.06;-125190.8085;26535001;217.46
1-01340-7501;845 UNITED NATIONS PLAZA;MIDTOWN EAST;R4-CONDOMINIUM;366;2000;2255.551913;62.38;16.96;-40846.615;275918004;334.23
1-01341-7501;330 EAST 49 STREET;MIDTOWN EAST;R4-CONDOMINIUM;141;1962;637.3900709;31.42;10.4;-144714.8071;14099000;156.88
1-01341-7502;317 EAST 48 STREET;MIDTOWN EAST;R4-CONDOMINIUM;126;1962;651.6825397;31.42;10.4;-141706.8835;12881976;156.88
1-01341-7503;100 UNITED NATIONS PLAZA;MIDTOWN EAST;R4-CONDOMINIUM;237;1984;1849.476793;43.95;13.06;-49990.36626;101965003;232.62
1-01341-7504;346 EAST 49 STREET;MIDTOWN EAST;RR-CONDOMINIUM;16;1900;513.375;23.04;9.5;-180305.1236;811000;98.73
1-01341-7505;865 1 AVENUE;MIDTOWN EAST;R4-CONDOMINIUM;81;1930;962.962963;32.33;12.05;-96236.5812;11776002;150.97
1-01342-7501;309 EAST 49 STREET;MIDTOWN EAST;R4-CONDOMINIUM;85;1982;1404.929412;42.75;12.4;-66039.1783;27338994;228.93
1-01342-7502;301 EAST 49 STREET;MIDTOWN EAST;R4-CONDOMINIUM;20;1982;1668.8;41.95;10.99;-55661.85552;7799005;233.67
1-01342-7503;344 EAST 50 STREET;MIDTOWN EAST;R2-CONDOMINIUM;15;1920;703.3333333;43.22;10.28;-132222.6897;2618001;248.15
1-01343-7501;317 EAST 50 STREET;MIDTOWN EAST;R4-CONDOMINIUM;115;1931;808.826087;31.11;10.74;-115110.9579;14150000;152.13
1-01343-7504;343 EAST 50 STREET;MIDTOWN EAST;R4-CONDOMINIUM;23;1900;1548.478261;37.02;6.29;-60196.43189;8055002;226.17
1-01344-7501;335 EAST 51 STREET;MIDTOWN EAST;R4-CONDOMINIUM;97;1963;696.2886598;31.42;10.4;-134026.2913;10596003;156.88
1-01344-7502;351 EAST 51 STREET;MIDTOWN EAST;R4-CONDOMINIUM;64;2000;2470.078125;48.92;12.08;-37824.35314;43670000;276.24
1-01345-7501;310 EAST 53 STREET;MIDTOWN EAST;R4-CONDOMINIUM;85;2006;1961.082353;45.84;12.24;-47696.73629;42121005;252.69
1-01346-7501;320 EAST 54 STREET;MIDTOWN EAST;R4-CONDOMINIUM;90;1959;722.2222222;31.42;10.4;-129662.7901;10197002;156.88
1-01346-7503;975 1 AVENUE;MIDTOWN EAST;R4-CONDOMINIUM;59;1941;905.6779661;32.61;10.95;-103517.4449;8611002;161.15
1-01347-7501;300 EAST 55 STREET;MIDTOWN EAST;R4-CONDOMINIUM;118;2003;1858.288136;46.09;14.82;-50509.70713;51559018;235.13
1-01349-7501;345 EAST 56 STREET;MIDTOWN EAST;R9-CONDOMINIUM;174;1960;1138.591954;38.99;14.13;-82531.50721;37252000;188.03
1-01349-7502;330 EAST 57 STREET;MIDTOWN EAST;R4-CONDOMINIUM;14;2005;2957.571429;48.3;7.25;-31809.14912;12347000;298.19
1-01349-7503;360 EAST 57 STREET;MIDTOWN EAST;RR-CONDOMINIUM;42;1981;1810.357143;37.61;11.84;-52026.17149;14402000;189.41
1-01350-7501;351 EAST 57 STREET;MIDTOWN EAST;R9-CONDOMINIUM;115;1958;829.1043478;36;11.02;-113730.0413;17572000;184.3
1-01362-7502;400 EAST 51 STREET;MIDTOWN EAST;R4-CONDOMINIUM;87;2002;1976.528736;41.5;10.37;-47761.60881;46606228;271.03
1-01365-7501;966 1 AVENUE;MIDTOWN EAST;R4-CONDOMINIUM;189;1958;1041.280423;33.56;10.11;-90763.5549;34269005;174.13
1-01365-7502;400 EAST 54 STREET;MIDTOWN EAST;R4-CONDOMINIUM;228;1972;1065.02193;37.93;11.25;-88841.77005;49038995;201.95
1-01366-7501;415 EAST 54 STREET;MIDTOWN EAST;R4-CONDOMINIUM;106;1983;1641.811321;45.84;12.24;-57696.37031;43976015;252.69
1-01368-7501;444 EAST 57 STREET;MIDTOWN EAST;R4-CONDOMINIUM;60;1929;1627.266667;33.75;12.91;-58278.50864;15103001;154.69
1-01369-7501;420 EAST 58 STREET;MIDTOWN EAST;R4-CONDOMINIUM;75;1986;1146.56;37.02;10.57;-82806.65213;16390033;190.6
1-01370-7501;40 SUTTON PLACE;MIDTOWN EAST;R4-CONDOMINIUM;75;1981;815.6666667;41.44;12.28;-116531.568;13467997;220.16
1-01373-7501;455 MAIN STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;230;2004;800.3304348;43.09;10.75;-118899.6845;44861002;243.71
1-01373-7502;425 MAIN STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;216;2006;860.8703704;43.09;10.75;-110663.7654;45316961;243.71
1-01373-7503;415 MAIN STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;123;2007;1290.813008;43.09;10.75;-73887.75656;36850037;232.1
1-01373-7504;405 MAIN STREET;UPPER EAST SIDE (59-79);RR-CONDOMINIUM;242;2007;979.8429752;39.33;10.29;-97447.6526;52068000;219.58
1-01374-7502;502 PARK AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;126;2002;1746.325397;48.92;12.08;-54738.66358;58189996;264.46
1-01375-7501;40 EAST 61 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;36;1928;2176.361111;39.5;12.89;-43972.31621;14706034;187.7
1-01376-7501;4 EAST 62 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;13;1910;2558.076923;36.73;9.06;-37453.04086;6776999;203.79
1-01376-7502;40 EAST 62 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;10;1912;2261.2;44.52;12.45;-42418.132;5464996;241.69
1-01377-7501;817 5 AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;16;1925;3660.375;38.35;11.79;-26233.3779;11771000;200.99
1-01377-7502;26 EAST 63 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;68;1901;1253.220588;41.4;12.92;-76708.0609;18325991;215.05
1-01377-7503;1 EAST 62 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;15;1910;1633.866667;36.73;9.06;-58903.36323;4995001;203.81
1-01379-7502;610 PARK AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;66;1925;2813.575758;43.73;13.25;-34244.0974;42629999;229.57
1-01379-7504;838 5 AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;18;1951;3151.611111;52.39;12.13;-30605.45209;17084000;301.15
1-01380-7501;40 EAST 66 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;33;1929;2891.666667;41.53;14.13;-33394.09916;19738999;206.85
1-01381-7501;3 EAST 66 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;27;1934;950.0740741;36.73;9.06;-101752.8281;5227999;203.8
1-01381-7502;45 EAST 66 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;35;1941;2221.114286;36.82;9.96;-43573.10434;15376000;197.79
1-01381-7503;44 EAST 67 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;46;1941;1352.086957;35.41;10.66;-71658.82681;11380002;182.97
1-01381-7504;21 EAST 66 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;19;1941;2299.052632;36.82;9.96;-42190.02397;8640001;197.79
1-01382-7501;20 EAST 68 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;84;1955;1144.666667;34.59;10.08;-84832.7369;17450000;181.48
1-01384-7501;839 MADISON AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;12;1927;4701.25;41.4;12.92;-20678.18703;12131999;215.05
1-01384-7502;15 EAST 69 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;48;1926;2583.208333;48.39;12.98;-37674.64129;32830000;264.77
1-01385-7502;33 EAST 70 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;62;1928;4417.33871;42.31;11.62;-22056.16872;63421000;231.57
1-01386-7501;50 EAST 72 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;48;1928;1932.9375;32.82;12.2;-50460.85992;14228004;153.35
1-01386-7502;52 EAST 72 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;16;1986;2676.875;44.74;12.23;-36477.53779;9370593;218.79
1-01388-7501;923 5 AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;97;1950;1577.793814;40.15;12.12;-61956.0862;32170418;210.2
1-01389-7501;23 EAST 74 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;72;1912;1142.777778;33.7;11.14;-85635.24071;13780000;167.48
1-01389-7501;21 EAST 74 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;6;1912;1057.5;33.7;11.14;-92643.18738;1063001;167.53
1-01390-7501;30 EAST 76 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;15;1928;1618.466667;42.91;10.82;-60599.51262;5875999;242.04
1-01390-7502;32 EAST 76 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;30;1982;1401.8;44.74;12.23;-70043.09585;10290006;244.69
1-01391-7501;14 EAST 77 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;12;1910;787.0833333;35.75;7.42;-124884.5302;1977002;209.32
1-01392-7501;1009 MADISON AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;111;1958;1593.666667;41.14;12.59;-61746.06956;38138999;215.6
1-01393-7501;3 EAST 78 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;13;1910;1152.076923;36.64;8.16;-85507.11456;3142001;209.79
1-01394-7501;515 PARK AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;44;1998;3602.204545;48.92;12.08;-27377.37204;41140001;259.56
1-01395-7501;1010 3 AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;166;1963;999.5481928;40.75;10.47;-98771.64028;37953000;228.74
1-01395-7502;521 PARK AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;27;1912;1863.037037;41.39;8.2;-53050.54765;12606001;250.61
1-01395-7503;525 PARK AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;48;1915;2085.270833;33.13;9.25;-47448.63549;17765000;177.48
1-01397-7502;149 EAST 62 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;12;1915;398.0833333;36.82;9.96;-248820.7064;896504;187.67
1-01397-7503;166 EAST 63 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;157;1959;1302.700637;40.75;10.47;-76118.40661;46781999;228.74
1-01397-7504;130 EAST 63 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;74;1960;1418.662162;33.79;11.59;-69972.6968;17298000;164.77
1-01397-7505;140 EAST 63 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;86;1927;1498.162791;38.2;10.45;-66331.73543;27056997;210
1-01398-7501;188 EAST 64 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;200;1987;1080.855;48.92;12.08;-92041.8173;59716000;276.24
1-01398-7502;139 EAST 63 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;52;1962;1742.865385;33.79;11.59;-57142.66854;14933000;164.77
1-01400-7501;181 EAST 65 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;93;2000;1944.580645;48.92;12.08;-51270.7456;48289990;267.02
1-01402-7501;1156 3 AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;164;1965;788.5365854;41.62;12.91;-126573.9878;28029000;216.74
1-01404-7501;715 PARK AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;76;1969;1403.539474;42.37;11.9;-71188.83545;24522007;229.89
1-01404-7503;188 EAST 70 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;97;1986;1707.463918;47.01;13.85;-58580.71738;41268997;249.17
1-01405-7501;110 EAST 71 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;21;1982;1662.190476;42.14;9.28;-60241.3401;8656003;247.98
1-01407-7501;157 EAST 72 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;138;1924;788.5507246;36.23;12.82;-127120.1702;18784999;172.62
1-01409-7501;157 EAST 74 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;19;1986;2197.578947;41.21;11.29;-45663.35286;9434000;225.94
1-01409-7502;1040 LEXINGTON AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;55;1929;2143.490909;38;13.02;-46866.04596;22295000;189.11
1-01409-7503;1036 LEXINGTON AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;32;1925;1664.21875;36.82;9.96;-60427.79172;10533000;197.78
1-01410-7501;1068 LEXINGTON AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;81;1961;1523.08642;33.28;7.49;-66098.14338;23640000;191.62
1-01410-7502;1065 LEXINGTON AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;30;1925;1520.7;36.82;9.96;-66272.96976;9023000;197.78
1-01410-7503;188 EAST 76 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;73;1996;2133.30137;46.53;12.49;-47292.62686;39849000;255.88
1-01410-7504;823 PARK AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;38;1920;1467.315789;33.91;10.02;-68831.49966;9884999;177.28
1-01411-7501;145 EAST 76 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;20;1999;3448.95;38.42;7.47;-29314.9123;16162998;234.32
1-01411-7502;170 EAST 77 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;54;1942;1479.314815;39.94;12.42;-68419.36978;16616997;208.02
1-01412-7501;170 EAST 78 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;34;1927;1616.676471;30.93;9.82;-62672.96501;8677000;157.86
1-01412-7502;188 EAST 78 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;71;2000;2335.028169;46.53;12.49;-43438.46032;42421994;255.88
1-01412-7503;177 EAST 77 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;57;1942;1535.894737;32.82;12.2;-66110.09633;13425999;153.36
1-01413-7501;124 EAST 79 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;66;1985;1469.69697;41.74;9.42;-69161.37928;23664004;243.96
1-01413-7502;179 EAST 78 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;14;1900;663.2142857;33.26;9.54;-153426.1133;1636001;176.2
1-01414-7501;220 EAST 60 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;137;1965;746.5036496;40.33;11.54;-136452.7966;22248996;217.55
1-01414-7502;205 EAST 59 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;62;2003;1323.967742;38.98;9.5;-77018.96958;18320998;223.19
1-01414-7503;250 EAST 60 STREET;UPPER EAST SIDE (59-79);RR-CONDOMINIUM;42;2006;892.6666667;26.67;11.46;-114352.5972;4123000;109.97
1-01415-7501;200 EAST 61 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;219;1986;1160.579909;45.29;12.75;-88048.11419;62227001;244.83
1-01419-7501;1225 2 AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;88;1963;1417.784091;41.62;12.91;-72151.31948;27041999;216.74
1-01419-7502;200 EAST 65 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;295;1987;1078.586441;45.59;12.35;-94941.96253;79558002;250.04
1-01419-7503;220 EAST 65 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;287;1978;1072.229965;45.29;12.75;-95605.64186;75341000;244.83
1-01420-7501;200 EAST 66 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;578;1951;1601.461938;34.77;12.92;-64078.54732;149717993;161.74
1-01423-7501;200 EAST 69 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;283;1991;1444.017668;49.06;12.4;-71140.04033;112328993;274.87
1-01424-7501;233 EAST 69 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;204;1957;1012.308824;37.47;10.13;-101585.2013;41509000;201
1-01424-7503;212 EAST 70 STREET;UPPER EAST SIDE (59-79);R2-CONDOMINIUM;16;1900;577.3125;42.52;8.92;-178315.4119;2341000;253.44
1-01425-7501;1329 2 AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;88;1957;1013.897727;34.59;10.08;-101639.2818;16193000;181.49
1-01429-7502;255 EAST 74 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;77;2007;2705.519481;48.48;10.38;-38129.44541;59551001;285.86
1-01430-7501;240 EAST 76 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;295;1957;811.9864407;33.28;7.49;-127179.5596;45900000;191.62
1-01432-7501;213 EAST 77 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;30;1930;628.9666667;34.85;6.67;-164358.7871;3934998;208.54
1-01433-7501;205 EAST 78 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;218;1931;1071.022936;42.74;12.79;-96621.94483;52748000;225.92
1-01435-7501;303 EAST 60 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;157;1986;714.0063694;43.09;10.75;-145086.1561;27319003;243.7
1-01436-7501;1178 2 AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;110;1986;1023.390909;43.09;10.75;-101330.3511;27435000;243.71
1-01436-7502;350 EAST 62 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;93;1977;717.0752688;31.48;8.35;-144766.7842;11510999;172.61
1-01436-7503;1115 1 AVENUE;UPPER EAST SIDE (59-79);RR-CONDOMINIUM;45;2005;623;40.51;10.01;-166800.6441;6460000;230.43
1-01438-7501;340 EAST 64 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;306;1965;1647.836601;42.31;11.62;-63128.17773;116765997;231.57
1-01439-7501;304 EAST 65 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;127;1987;1180.952756;47.01;13.85;-88177.14497;37370999;249.17
1-01439-7502;330 EAST 65 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;56;1910;551.7678571;36.82;9.96;-188922.1374;6112000;197.81
1-01441-7501;301 EAST 66 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;204;1956;999.6960784;41.62;12.91;-104381.0071;44202005;216.74
1-01443-7501;265 1 AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;20;1984;1114.15;40.54;12;-93755.24305;4804997;215.64
1-01444-7501;301 EAST 69 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;198;1963;1041.808081;32.1;7.91;-100369.2777;37191000;180.3
1-01445-7501;1328 2 AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;284;1961;977.0316901;36.88;10.34;-107134.3399;54221000;195.41
1-01446-7501;350 EAST 72 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;36;1988;1966;40.8;11.97;-53296.93068;15413000;217.77
1-01446-7502;308 EAST 72 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;75;1996;1674.066667;41.29;11.84;-62655.74026;27921006;222.38
1-01446-7503;330 EAST 72 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;13;2005;2548.692308;47.01;13.85;-41196.81552;8239005;248.66
1-01448-7501;340 EAST 74 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;121;1957;985.3471074;32.45;10.7;-106669.1388;19300000;161.88
1-01449-7501;1439 1 AVENUE;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;197;1985;1211.340102;46.53;12.49;-86857.72704;61062019;255.88
1-01449-7502;339 EAST 74 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;149;1987;997.2751678;45.05;12.3;-105610.1384;36620000;246.44
1-01450-7501;333 EAST 75 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;125;1961;729.144;34.59;10.08;-144594.8798;16541000;181.48
1-01451-7501;300 EAST 77 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;86;2000;2180.581395;46.05;11.13;-48399.29839;46750004;249.29
1-01452-7501;303 EAST 77 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;32;2008;1922.40625;42.27;9.38;-54955.4654;15167996;246.57
1-01453-7501;300 EAST 79 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;34;2006;2137.029412;39.9;8.53;-49486.84848;17228001;237.11
1-01455-7501;401 EAST 60 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;218;1999;1424.399083;45.29;12.75;-74321.14534;76058943;244.94
1-01457-7501;403 EAST 62 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;54;1985;1035.962963;41.11;8.04;-102292.3556;14005996;250.37
1-01458-7501;1154 1 AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;16;1910;750;35.36;13.31;-141438.9498;1956000;163
1-01458-7502;1175 YORK AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;238;1958;1279.453782;37.35;11.24;-82994.27024;58470000;192.01
1-01458-7503;425 EAST 63 STREET;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;495;1956;921.789899;33.34;12.02;-115314.1878;72268000;158.38
1-01458-7504;1152 1 AVENUE;UPPER EAST SIDE (59-79);R9-CONDOMINIUM;16;1910;266.6875;51.28;11.09;-398982.2322;1284000;300.91
1-01460-7501;404 EAST 66 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;158;1959;899.6202532;33.02;9.96;-118396.2836;24366002;171.42
1-01461-7501;400 EAST 67 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;128;2005;1926.40625;39.33;10.29;-55346.48529;54144989;219.58
1-01463-7501;411 EAST 68 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;1;2003;17326;52.41;11.71;-6159.987056;4271000;246.51
1-01464-7501;400 EAST 70 STREET;UPPER EAST SIDE (59-79);R4-CONDOMINIUM;216;1984;1148.902778;44.58;10.52;-92989.64049;63623990;256.38
